Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age (day),Concrete compressive strength 
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0,71.62276688
491.0,26.0,123.0,210.0,3.93,882.0,699.0,56.0,59.59042572
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3.0,10.76272036
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28.0,57.226508
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28.0,17.54026944
158.4,0.0,194.9,219.7,11.0,897.7,712.9,28.0,8.536402356
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56.0,63.3973182
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90.0,26.94472208
133.1,210.2,0.0,195.7,3.1,949.4,795.3,28.0,28.9379972
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,56.0,32.8535314
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90.0,47.7144971
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14.0,22.13907436
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28.0,61.09446836
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7.0,7.995853172
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91.0,68.09954452
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,56.0,36.56291228
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28.0,39.45181672
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28.0,31.44700036
491.0,26.0,123.0,201.0,3.93,822.0,699.0,28.0,57.915984
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,14.0,21.50475644
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28.0,18.28490352
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3.0,36.3009114
387.0,20.0,94.0,157.0,11.61,938.0,845.0,56.0,61.45989064
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56.0,36.3009114
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28.0,68.29949256
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28.0,18.41590396
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,56.0,51.72448952
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56.0,69.29923276
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,100.0,33.56369168
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871316
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,3.0,13.12072828
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120.0,38.70028788
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,100.0,50.07664188
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,58.78472376
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,28.0,24.84871504
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28.0,56.69561148
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56.0,72.29845336
313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28.0,44.51946532
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90.0,54.27555072
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7.0,15.74832132
202.0,11.0,141.0,206.0,1.72,942.0,801.0,7.0,15.06997543
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100.0,40.38950408
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100.0,56.06129356
249.1,0.0,98.75,158.11,12.8,987.76,889.01,28.0,30.84715624
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90.0,32.06821824
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90.0,36.58842289
148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28.0,17.95947085
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,69.65776028
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360.0,41.24445432
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28.0,25.72641799
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28.0,26.91714304
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28.0,28.99108685
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28.0,31.96686526
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56.0,64.90037588
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28.0,45.85429086
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180.0,53.104131
313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28.0,41.05140104
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100.0,53.65502232
151.0,0.0,184.0,167.0,12.0,991.0,772.0,28.0,15.56836808
159.0,209.0,161.0,201.0,7.0,848.0,669.0,28.0,30.88163004
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56.0,48.71837416
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270.0,74.16693332
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180.0,24.10408096
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90.0,35.17017076
326.0,166.0,0.0,174.0,9.0,882.0,790.0,28.0,61.23236356
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.41668336
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,44.42293868
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90.0,51.86376367
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3.0,9.561653168
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,28.0,32.66047812
387.0,20.0,94.0,157.0,14.32,938.0,845.0,7.0,36.83870268
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180.0,26.74477404
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3.0,6.46728488
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,28.0,33.72916592
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,25.72434956
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28.0,22.43554904
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28.0,38.20386516
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360.0,38.11423328
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3.0,15.43736764
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7.0,10.22217118
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,3.0,23.07676172
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90.0,33.19206412
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.69562145
295.71,0.0,95.64,171.54,8.87,955.14,859.2,14.0,35.2322236
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56.0,38.56239268
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57136584
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0,7.83934212
152.7,144.7,0.0,178.1,8.0,999.7,822.2,28.0,19.0095428
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,42.22902605
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28.0,43.69898888
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7.0,33.39821744
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28.0,23.8358748
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3.0,9.86640156
356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28.0,58.99846132
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.46598588
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180.0,29.58541516
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,45.08483564
222.36,0.0,96.67,189.29,4.46,967.08,870.32,28.0,24.8900836
